R2_1-m/m;R2_2-m/m;R2_3-m/m;e_1;e_2
0.000195646;-0.000330494;0.000258450;0.000785474;-0.000331378
0.000195925;-0.000329730;0.000257828;0.000784343;-0.000330590
0.000193827;-0.000329731;0.000256991;0.000781447;-0.000330629
0.000196184;-0.000329850;0.000260441;0.000787399;-0.000330774
0.000195957;-0.000331098;0.000257591;0.000785497;-0.000331949
0.000196057;-0.000330150;0.000257494;0.000784548;-0.000330997
0.000194969;-0.000330386;0.000256609;0.000782817;-0.000331239
0.000195518;-0.000329848;0.000256650;0.000782856;-0.000330688
0.000193761;-0.000331338;0.000257253;0.000783256;-0.000332242
0.000195449;-0.000331302;0.000256819;0.000784414;-0.000332146
0.000194685;-0.000331785;0.000257594;0.000784950;-0.000332671
0.000195073;-0.000332352;0.000256539;0.000784809;-0.000333197
0.000194930;-0.000330205;0.000256961;0.000782960;-0.000331069
0.000194193;-0.000332507;0.000257795;0.000785400;-0.000333412
0.000194656;-0.000332429;0.000256773;0.000784721;-0.000333292
0.000196043;-0.000330349;0.000257716;0.000784961;-0.000331202
0.000195849;-0.000329210;0.000257137;0.000783040;-0.000330054
0.000195566;-0.000331659;0.000259184;0.000787313;-0.000332563
0.000194734;-0.000331187;0.000256203;0.000782972;-0.000332035
0.000193980;-0.000331321;0.000257962;0.000784180;-0.000332238
0.000193347;-0.000330570;0.000258836;0.000783715;-0.000331532
0.000195135;-0.000333326;0.000256079;0.000785370;-0.000334156
0.000195299;-0.000332072;0.000257320;0.000785551;-0.000332932
0.000195299;-0.000330991;0.000258025;0.000785196;-0.000331872
0.000195983;-0.000329897;0.000257360;0.000784085;-0.000330742
0.000193826;-0.000329764;0.000257854;0.000782366;-0.000330686
0.000196333;-0.000333157;0.000259306;0.000789679;-0.000334040
0.000194817;-0.000331081;0.000257051;0.000783817;-0.000331949
0.000193699;-0.000330917;0.000258514;0.000784072;-0.000331859
0.000197327;-0.000331080;0.000256477;0.000785667;-0.000331863
0.000196651;-0.000329342;0.000256966;0.000783776;-0.000330159
0.000194517;-0.000332423;0.000259036;0.000786906;-0.000333353
0.000196532;-0.000330806;0.000255537;0.000783656;-0.000331587
0.000195263;-0.000332495;0.000257489;0.000786112;-0.000333360
0.000194368;-0.000332961;0.000257350;0.000785566;-0.000333848
0.000195607;-0.000332919;0.000257158;0.000786530;-0.000333765
0.000194061;-0.000329267;0.000256519;0.000780726;-0.000330146
0.000194862;-0.000331069;0.000257089;0.000783888;-0.000331937
0.000192901;-0.000329848;0.000258017;0.000781720;-0.000330802
0.000194763;-0.000331512;0.000256887;0.000784027;-0.000332377
0.000196294;-0.000329232;0.000256834;0.000783184;-0.000330056
0.000193972;-0.000331020;0.000256467;0.000782336;-0.000331897
0.000195027;-0.000330164;0.000258771;0.000784873;-0.000331075
0.000195748;-0.000331701;0.000257620;0.000785925;-0.000332557
0.000194616;-0.000331321;0.000256979;0.000783788;-0.000332193
0.000195044;-0.000328465;0.000255754;0.000780094;-0.000329296
0.000196342;-0.000332331;0.000257995;0.000787517;-0.000333180
0.000195495;-0.000333003;0.000255915;0.000785229;-0.000333819
0.000194489;-0.000329482;0.000256674;0.000781515;-0.000330352
0.000196433;-0.000329185;0.000256954;0.000783395;-0.000330008
0.000194967;-0.000332184;0.000259571;0.000787654;-0.000333116
0.000194434;-0.000331968;0.000257830;0.000785131;-0.000332867
0.000194605;-0.000331164;0.000258095;0.000784767;-0.000332067
0.000194692;-0.000331149;0.000257611;0.000784339;-0.000332036
0.000195056;-0.000329821;0.000258568;0.000784350;-0.000330726
0.000195395;-0.000331435;0.000257444;0.000785136;-0.000332297
0.000195603;-0.000329526;0.000257790;0.000783787;-0.000330394
0.000196654;-0.000332242;0.000258850;0.000788609;-0.000333105
0.000195467;-0.000328401;0.000256863;0.000781580;-0.000329250
0.000195077;-0.000330078;0.000257890;0.000783930;-0.000330963
0.000196067;-0.000330940;0.000259232;0.000787131;-0.000331832
0.000196751;-0.000328930;0.000258098;0.000784624;-0.000329775
0.000196708;-0.000330762;0.000256911;0.000785193;-0.000331574
0.000196141;-0.000328615;0.000257879;0.000783492;-0.000329472
0.000195438;-0.000327802;0.000258230;0.000782358;-0.000328690
0.000195780;-0.000329744;0.000259563;0.000785999;-0.000330656
0.000197227;-0.000330799;0.000257411;0.000786248;-0.000331610
0.000196512;-0.000330457;0.000259704;0.000787566;-0.000331350
0.000196618;-0.000329598;0.000256342;0.000783359;-0.000330399
0.000195710;-0.000330626;0.000259896;0.000787153;-0.000331547
0.000197628;-0.000329384;0.000258988;0.000786843;-0.000330227
0.000197143;-0.000328593;0.000258486;0.000785067;-0.000329438
0.000196339;-0.000331055;0.000256869;0.000785084;-0.000331876
0.000196231;-0.000330370;0.000258382;0.000785848;-0.000331235
0.000196562;-0.000328822;0.000258808;0.000785062;-0.000329692
0.000194346;-0.000329095;0.000258565;0.000782933;-0.000330022
0.000195225;-0.000328262;0.000260359;0.000784799;-0.000329215
0.000196025;-0.000330443;0.000258932;0.000786286;-0.000331329
0.000195291;-0.000329457;0.000258823;0.000784477;-0.000330363
0.000193266;-0.000330489;0.000258272;0.000782976;-0.000331438
0.000195427;-0.000330022;0.000258246;0.000784580;-0.000330907
0.000196356;-0.000329665;0.000258455;0.000785341;-0.000330530
0.000194115;-0.000329739;0.000256975;0.000781718;-0.000330628
0.000195825;-0.000330499;0.000258029;0.000785220;-0.000331366
0.000194184;-0.000330762;0.000258224;0.000784090;-0.000331682
0.000196447;-0.000331985;0.000257944;0.000787221;-0.000332830
0.000196589;-0.000330054;0.000258156;0.000785648;-0.000330903
0.000195760;-0.000330294;0.000259016;0.000785966;-0.000331190
0.000196037;-0.000329150;0.000257428;0.000783462;-0.000329997
0.000196897;-0.000330584;0.000260669;0.000789058;-0.000331492
0.000196047;-0.000328248;0.000258419;0.000783589;-0.000329123
0.000196788;-0.000331131;0.000256140;0.000784848;-0.000331920
0.000193818;-0.000331135;0.000257819;0.000783691;-0.000332054
0.000194401;-0.000330508;0.000258598;0.000784431;-0.000331432
0.000195646;-0.000329362;0.000257695;0.000783568;-0.000330227
0.000194682;-0.000330969;0.000258459;0.000785021;-0.000331880
0.000195221;-0.000330805;0.000255765;0.000782614;-0.000331628
0.000197372;-0.000331357;0.000257521;0.000787059;-0.000332166
0.000195096;-0.000332132;0.000258436;0.000786561;-0.000333029
0.000196462;-0.000328157;0.000256510;0.000781941;-0.000328969
0.000194155;-0.000330265;0.000256674;0.000781973;-0.000331144
0.000195274;-0.000329347;0.000256970;0.000782447;-0.000330203
0.000195435;-0.000330082;0.000258042;0.000784438;-0.000330961
0.000195783;-0.000329696;0.000258250;0.000784604;-0.000330571
0.000195896;-0.000329900;0.000256782;0.000783410;-0.000330732
0.000196022;-0.000330535;0.000259180;0.000786630;-0.000331428
0.000193385;-0.000330120;0.000258329;0.000782781;-0.000331067
0.000197001;-0.000331628;0.000256182;0.000785595;-0.000332412
0.000195742;-0.000330494;0.000256716;0.000783786;-0.000331328
0.000193656;-0.000329916;0.000256234;0.000780688;-0.000330798
0.000194067;-0.000332612;0.000255840;0.000783374;-0.000333467
0.000194963;-0.000329370;0.000256612;0.000781800;-0.000330225
0.000195699;-0.000331033;0.000257719;0.000785312;-0.000331894
0.000195833;-0.000329715;0.000258435;0.000784862;-0.000330594
0.000194738;-0.000332648;0.000255665;0.000783882;-0.000333479
0.000195210;-0.000331294;0.000255696;0.000783021;-0.000332115
0.000193218;-0.000329931;0.000256868;0.000780929;-0.000330843
0.000195952;-0.000331118;0.000256234;0.000784119;-0.000331933
0.000197005;-0.000331077;0.000257731;0.000786638;-0.000331902
0.000195293;-0.000331407;0.000258183;0.000785768;-0.000332292
0.000195096;-0.000330977;0.000257793;0.000784747;-0.000331858
0.000194543;-0.000329562;0.000257868;0.000782874;-0.000330463
0.000192977;-0.000332619;0.000255734;0.000782213;-0.000333502
0.000194571;-0.000330330;0.000258294;0.000784106;-0.000331241
0.000195671;-0.000331911;0.000257374;0.000785808;-0.000332763
0.000193882;-0.000330694;0.000257445;0.000782928;-0.000331601
0.000195508;-0.000331517;0.000256390;0.000784246;-0.000332348
0.000196360;-0.000328833;0.000257794;0.000783835;-0.000329681
0.000194247;-0.000330725;0.000257273;0.000783137;-0.000331617
0.000195352;-0.000329145;0.000259237;0.000784650;-0.000330061
0.000194693;-0.000330285;0.000258202;0.000784085;-0.000331190
0.000195036;-0.000329584;0.000257653;0.000783154;-0.000330465
0.000194029;-0.000330199;0.000257778;0.000782919;-0.000331112
0.000193164;-0.000331226;0.000257677;0.000783001;-0.000332160
0.000196218;-0.000330534;0.000256697;0.000784269;-0.000331354
0.000195091;-0.000329233;0.000256849;0.000782031;-0.000330091
0.000195029;-0.000330201;0.000256663;0.000782746;-0.000331054
0.000195716;-0.000331014;0.000257816;0.000785410;-0.000331878
0.000195618;-0.000330640;0.000257885;0.000785012;-0.000331509
0.000195211;-0.000330430;0.000256645;0.000783133;-0.000331277
0.000196584;-0.000330195;0.000257691;0.000785307;-0.000331032
0.000194106;-0.000330279;0.000257911;0.000783210;-0.000331193
0.000195898;-0.000331031;0.000255966;0.000783704;-0.000331840
0.000196562;-0.000329589;0.000259290;0.000786323;-0.000330471
0.000197949;-0.000330162;0.000258245;0.000787169;-0.000330975
0.000196874;-0.000328107;0.000259013;0.000784861;-0.000328974
0.000194460;-0.000331112;0.000256511;0.000782947;-0.000331976
0.000196452;-0.000329879;0.000257966;0.000785145;-0.000330727
0.000195259;-0.000330229;0.000257044;0.000783389;-0.000331086
0.000195053;-0.000329262;0.000259162;0.000784400;-0.000330185
0.000194494;-0.000329490;0.000257032;0.000781896;-0.000330370
0.000195385;-0.000327551;0.000257382;0.000781185;-0.000328418
0.000194332;-0.000331716;0.000258498;0.000785467;-0.000332637
0.000195914;-0.000328737;0.000255988;0.000781452;-0.000329550
0.000195321;-0.000329751;0.000257223;0.000783156;-0.000330612
0.000193766;-0.000330576;0.000255335;0.000780530;-0.000331429
0.000195817;-0.000329733;0.000257627;0.000784035;-0.000330591
0.000194624;-0.000331232;0.000256299;0.000783008;-0.000332085
0.000194596;-0.000331184;0.000255252;0.000781858;-0.000332010
0.000195466;-0.000331555;0.000257621;0.000785507;-0.000332420
0.000194041;-0.000330309;0.000257616;0.000782874;-0.000331217
0.000194872;-0.000329751;0.000256162;0.000781630;-0.000330596
0.000193853;-0.000332543;0.000257245;0.000784540;-0.000333442
0.000196078;-0.000333125;0.000257841;0.000787895;-0.000333976
0.000195176;-0.000330242;0.000255714;0.000781956;-0.000331066
0.000195855;-0.000331780;0.000256439;0.000784896;-0.000332602
0.000195747;-0.000330447;0.000254731;0.000781707;-0.000331229
0.000195516;-0.000331073;0.000257509;0.000784959;-0.000331934
0.000193643;-0.000331048;0.000256831;0.000782418;-0.000331944
0.000194699;-0.000330633;0.000257271;0.000783482;-0.000331512
0.000193657;-0.000330983;0.000255813;0.000781321;-0.000331851
0.000194265;-0.000332593;0.000257297;0.000785044;-0.000333482
0.000194220;-0.000330632;0.000257809;0.000783568;-0.000331539
0.000193263;-0.000331688;0.000256920;0.000782780;-0.000332597
0.000194823;-0.000330381;0.000256730;0.000782795;-0.000331242
0.000194365;-0.000331825;0.000253506;0.000780482;-0.000332611
0.000193873;-0.000330495;0.000256064;0.000781302;-0.000331365
0.000194293;-0.000331128;0.000257987;0.000784317;-0.000332037
0.000195316;-0.000331413;0.000257060;0.000784643;-0.000332267
0.000194411;-0.000333154;0.000255183;0.000783575;-0.000333981
0.000194032;-0.000331825;0.000254970;0.000781661;-0.000332659
0.000195396;-0.000333405;0.000258496;0.000788184;-0.000334292
0.000195863;-0.000329544;0.000256590;0.000782826;-0.000330373
0.000195861;-0.000331901;0.000255864;0.000784432;-0.000332707
0.000193990;-0.000331616;0.000256164;0.000782637;-0.000332483
0.000193823;-0.000329468;0.000256236;0.000780404;-0.000330345
0.000195250;-0.000331272;0.000256883;0.000784256;-0.000332123
0.000196818;-0.000330919;0.000256894;0.000785439;-0.000331727
0.000195114;-0.000331400;0.000256494;0.000783853;-0.000332245
0.000192705;-0.000331887;0.000255044;0.000780509;-0.000332760
0.000195332;-0.000328874;0.000256241;0.000781282;-0.000329709
0.000195461;-0.000330625;0.000257740;0.000784695;-0.000331494
0.000192081;-0.000331134;0.000256453;0.000780600;-0.000332066
0.000195149;-0.000329434;0.000256752;0.000782188;-0.000330287
0.000193328;-0.000329362;0.000255999;0.000779574;-0.000330247
0.000195973;-0.000331303;0.000255944;0.000784026;-0.000332109
0.000194802;-0.000332107;0.000256385;0.000784143;-0.000332956
0.000194285;-0.000332532;0.000257280;0.000784985;-0.000333420
0.000194303;-0.000332493;0.000258293;0.000786004;-0.000333408
0.000194902;-0.000332708;0.000257135;0.000785611;-0.000333574
0.000194643;-0.000331590;0.000255947;0.000783023;-0.000332433
0.000194042;-0.000329787;0.000258757;0.000783526;-0.000330727
0.000195272;-0.000331962;0.000257116;0.000785206;-0.000332818
0.000195118;-0.000330448;0.000257144;0.000783573;-0.000331311
0.000195793;-0.000331018;0.000256905;0.000784553;-0.000331855
0.000195371;-0.000330920;0.000256774;0.000783910;-0.000331765
0.000193501;-0.000333061;0.000255015;0.000782425;-0.000333909
0.000194314;-0.000330878;0.000257446;0.000783532;-0.000331772
0.000195742;-0.000329599;0.000257396;0.000783591;-0.000330453
0.000196265;-0.000330537;0.000256143;0.000783749;-0.000331341
0.000193431;-0.000330478;0.000257812;0.000782652;-0.000331409
0.000196047;-0.000331772;0.000257011;0.000785662;-0.000332604
0.000194432;-0.000331193;0.000256811;0.000783309;-0.000332066
0.000194556;-0.000330615;0.000256177;0.000782201;-0.000331468
0.000194370;-0.000327206;0.000258262;0.000780759;-0.000328127
0.000196116;-0.000330123;0.000257364;0.000784444;-0.000330964
0.000193863;-0.000330709;0.000257146;0.000782617;-0.000331608
0.000197001;-0.000331258;0.000256248;0.000785293;-0.000332044
0.000194396;-0.000330644;0.000257994;0.000783941;-0.000331551
0.000193632;-0.000329441;0.000257269;0.000781254;-0.000330353
0.000194520;-0.000330181;0.000259256;0.000784897;-0.000331121
0.000193422;-0.000330693;0.000256859;0.000781878;-0.000331597
0.000195229;-0.000330767;0.000256670;0.000783513;-0.000331614
0.000195141;-0.000331207;0.000256570;0.000783764;-0.000332053
0.000193842;-0.000332604;0.000258011;0.000785378;-0.000333525
0.000193594;-0.000330979;0.000255173;0.000780599;-0.000331832
0.000193709;-0.000330663;0.000257092;0.000782366;-0.000331565
0.000195436;-0.000331486;0.000256840;0.000784607;-0.000332331
0.000195982;-0.000330039;0.000255888;0.000782715;-0.000330845
0.000194434;-0.000330063;0.000257450;0.000782839;-0.000330955
0.000195001;-0.000330316;0.000257074;0.000783256;-0.000331181
0.000193313;-0.000331067;0.000258006;0.000783325;-0.000332006
0.000194750;-0.000331199;0.000256533;0.000783338;-0.000332055
0.000193576;-0.000329514;0.000256436;0.000780416;-0.000330404
0.000195284;-0.000329851;0.000255685;0.000781641;-0.000330672
0.000195713;-0.000330105;0.000258396;0.000785095;-0.000330986
0.000195812;-0.000330526;0.000256784;0.000783956;-0.000331360
0.000194309;-0.000332185;0.000256646;0.000784010;-0.000333055
0.000196090;-0.000331671;0.000255719;0.000784277;-0.000332468
0.000194349;-0.000330304;0.000256865;0.000782396;-0.000331182
0.000193341;-0.000332059;0.000256013;0.000782294;-0.000332940
0.000194058;-0.000330602;0.000256820;0.000782365;-0.000331487
0.000194360;-0.000331018;0.000257772;0.000784052;-0.000331920
0.000194184;-0.000329823;0.000253066;0.000777856;-0.000330606
0.000195570;-0.000330646;0.000256262;0.000783305;-0.000331473
0.000195521;-0.000329567;0.000255755;0.000781659;-0.000330383
0.000193498;-0.000329303;0.000256163;0.000779849;-0.000330188
0.000194548;-0.000330731;0.000254450;0.000780536;-0.000331538
0.000193829;-0.000331073;0.000256325;0.000782104;-0.000331950
0.000194507;-0.000331852;0.000256243;0.000783456;-0.000332706
0.000194097;-0.000332173;0.000256169;0.000783303;-0.000333037
0.000193110;-0.000331609;0.000255743;0.000781343;-0.000332490
0.000195044;-0.000331193;0.000255562;0.000782621;-0.000332015
0.000192996;-0.000330684;0.000256864;0.000781461;-0.000331601
0.000194198;-0.000329537;0.000256762;0.000781378;-0.000330418
0.000193146;-0.000331823;0.000256559;0.000782430;-0.000332725
0.000195225;-0.000333595;0.000256682;0.000786345;-0.000334438
0.000194579;-0.000330451;0.000257137;0.000783046;-0.000331330
0.000194644;-0.000330995;0.000257774;0.000784306;-0.000331888
0.000194727;-0.000331099;0.000258337;0.000785069;-0.000332005
0.000195260;-0.000332305;0.000257579;0.000786012;-0.000333173
0.000193567;-0.000332776;0.000255697;0.000782905;-0.000333641
0.000193160;-0.000329208;0.000257233;0.000780526;-0.000330133
0.000195391;-0.000330995;0.000255954;0.000783163;-0.000331818
0.000194380;-0.000329193;0.000256246;0.000780681;-0.000330055
0.000194508;-0.000332246;0.000256873;0.000784498;-0.000333117
0.000195080;-0.000330775;0.000257272;0.000783994;-0.000331642
0.000195269;-0.000330364;0.000256784;0.000783266;-0.000331213
0.000193968;-0.000332058;0.000255724;0.000782605;-0.000332913
0.000193307;-0.000330754;0.000256222;0.000781173;-0.000331644
0.000195282;-0.000331427;0.000258260;0.000785856;-0.000332314
0.000193086;-0.000330984;0.000256285;0.000781253;-0.000331882
0.000195595;-0.000332775;0.000256011;0.000785197;-0.000333591
0.000193784;-0.000331378;0.000257451;0.000783522;-0.000332287
0.000193986;-0.000330324;0.000257499;0.000782715;-0.000331230
0.000194214;-0.000329468;0.000256187;0.000780734;-0.000330333
0.000195079;-0.000330998;0.000255551;0.000782449;-0.000331819
0.000193583;-0.000331067;0.000257354;0.000782917;-0.000331980
0.000193458;-0.000331152;0.000255552;0.000781029;-0.000332019
0.000195731;-0.000329101;0.000257370;0.000783056;-0.000329955
0.000196253;-0.000329028;0.000254235;0.000780274;-0.000329786
0.000193639;-0.000332244;0.000256576;0.000783347;-0.000333132
0.000194398;-0.000331073;0.000257178;0.000783533;-0.000331957
0.000195049;-0.000331344;0.000257808;0.000785083;-0.000332226
0.000196942;-0.000331225;0.000259044;0.000788072;-0.000332086
0.000196008;-0.000329918;0.000257163;0.000783928;-0.000330757
0.000195824;-0.000329287;0.000257018;0.000782971;-0.000330129
0.000195616;-0.000329537;0.000258221;0.000784254;-0.000330417
0.000194324;-0.000330757;0.000258950;0.000784967;-0.000331693
0.000194201;-0.000330689;0.000257613;0.000783405;-0.000331591
0.000193843;-0.000331001;0.000259359;0.000785164;-0.000331962
0.000197357;-0.000329967;0.000257034;0.000785156;-0.000330765
0.000195696;-0.000329619;0.000258730;0.000784936;-0.000330510
0.000196459;-0.000330046;0.000257793;0.000785141;-0.000330889
0.000196416;-0.000328746;0.000260005;0.000786074;-0.000329653
0.000198115;-0.000329370;0.000258463;0.000786764;-0.000330186
0.000194510;-0.000327943;0.000257857;0.000781214;-0.000328847
0.000194853;-0.000330130;0.000257177;0.000783032;-0.000331002
0.000196101;-0.000330460;0.000256914;0.000784304;-0.000331289
0.000196227;-0.000329753;0.000258206;0.000785047;-0.000330614
0.000198209;-0.000327325;0.000258862;0.000785223;-0.000328152
0.000195201;-0.000329604;0.000258559;0.000784265;-0.000330505
0.000196718;-0.000330770;0.000257582;0.000785899;-0.000331599
0.000196025;-0.000329695;0.000257580;0.000784150;-0.000330545
0.000193649;-0.000330379;0.000257776;0.000782728;-0.000331303
0.000196339;-0.000328354;0.000258218;0.000783772;-0.000329215
0.000196405;-0.000331639;0.000259747;0.000788686;-0.000332534
0.000196571;-0.000328974;0.000258115;0.000784510;-0.000329824
0.000197547;-0.000329998;0.000258527;0.000786904;-0.000330830
0.000195479;-0.000330613;0.000258762;0.000785751;-0.000331510
0.000194669;-0.000328535;0.000257613;0.000781709;-0.000329427
0.000196427;-0.000330347;0.000258718;0.000786361;-0.000331216
0.000194839;-0.000327951;0.000257919;0.000781606;-0.000328848
0.000196429;-0.000328204;0.000258948;0.000784459;-0.000329082
0.000194693;-0.000329944;0.000257396;0.000782916;-0.000330827
0.000194864;-0.000329792;0.000258273;0.000783832;-0.000330695
0.000197537;-0.000328070;0.000258322;0.000784759;-0.000328900
0.000195743;-0.000327638;0.000258979;0.000783260;-0.000328538
0.000195479;-0.000329163;0.000257397;0.000782901;-0.000330025
0.000195393;-0.000329085;0.000256391;0.000781706;-0.000329922
0.000194927;-0.000328289;0.000257254;0.000781345;-0.000329164
0.000197258;-0.000330048;0.000258297;0.000786437;-0.000330882
0.000196967;-0.000330797;0.000258326;0.000786932;-0.000331639
0.000194537;-0.000330246;0.000257603;0.000783279;-0.000331139
0.000195314;-0.000329309;0.000257953;0.000783458;-0.000330191
0.000195373;-0.000328663;0.000257741;0.000782652;-0.000329538
0.000196074;-0.000330383;0.000257657;0.000784964;-0.000331233
0.000196903;-0.000329059;0.000258324;0.000785132;-0.000329905
0.000196802;-0.000327042;0.000260025;0.000784768;-0.000327941
0.000195189;-0.000330414;0.000259230;0.000785752;-0.000331333
0.000195027;-0.000328729;0.000258185;0.000782838;-0.000329626
0.000195659;-0.000330061;0.000258560;0.000785167;-0.000330948
0.000195738;-0.000328354;0.000257031;0.000781969;-0.000329200
0.000194901;-0.000330340;0.000257051;0.000783159;-0.000331207
0.000196071;-0.000329757;0.000258947;0.000785661;-0.000330643
0.000195025;-0.000329197;0.000257232;0.000782324;-0.000330067
0.000195193;-0.000329826;0.000257386;0.000783274;-0.000330695
0.000194657;-0.000331621;0.000257064;0.000784215;-0.000332494
0.000195292;-0.000330019;0.000257717;0.000783903;-0.000330894
0.000195366;-0.000328863;0.000258647;0.000783776;-0.000329763
0.000195672;-0.000330480;0.000257192;0.000784193;-0.000331329
0.000195486;-0.000331069;0.000257268;0.000784678;-0.000331924
0.000194602;-0.000330172;0.000255112;0.000780710;-0.000330996
0.000196859;-0.000329605;0.000257059;0.000784336;-0.000330418
0.000194568;-0.000329387;0.000258399;0.000783269;-0.000330302
0.000194767;-0.000328244;0.000259072;0.000783013;-0.000329174
0.000194073;-0.000329894;0.000257941;0.000782824;-0.000330810
0.000194460;-0.000330753;0.000257202;0.000783298;-0.000331636
0.000196890;-0.000329353;0.000257903;0.000784981;-0.000330188
0.000194614;-0.000331210;0.000258019;0.000784744;-0.000332111
0.000195000;-0.000329488;0.000257700;0.000783071;-0.000330371
0.000196216;-0.000328257;0.000258287;0.000783626;-0.000329123
0.000195725;-0.000328748;0.000258207;0.000783557;-0.000329625
0.000195607;-0.000330473;0.000256023;0.000782923;-0.000331293
0.000195292;-0.000328446;0.000257948;0.000782569;-0.000329329
0.000197028;-0.000331004;0.000258945;0.000787834;-0.000331861
0.000196006;-0.000329072;0.000257952;0.000783892;-0.000329934
0.000195299;-0.000330865;0.000256365;0.000783366;-0.000331702
0.000193988;-0.000329966;0.000257584;0.000782447;-0.000330875
0.000195141;-0.000329763;0.000256082;0.000781821;-0.000330598
0.000194661;-0.000330236;0.000255028;0.000780745;-0.000331056
0.000195595;-0.000330758;0.000257383;0.000784592;-0.000331614
0.000196450;-0.000328667;0.000258006;0.000783974;-0.000329518
0.000195612;-0.000329508;0.000258532;0.000784540;-0.000330396
0.000196438;-0.000328809;0.000257852;0.000783946;-0.000329656
0.000196158;-0.000329831;0.000257335;0.000784164;-0.000330671
0.000194471;-0.000329293;0.000257719;0.000782383;-0.000330193
0.000194686;-0.000330070;0.000256919;0.000782545;-0.000330940
0.000195999;-0.000328557;0.000256428;0.000781806;-0.000329379
0.000195366;-0.000330462;0.000256734;0.000783407;-0.000331307
0.000197306;-0.000330652;0.000255107;0.000783814;-0.000331401
0.000196106;-0.000329386;0.000256899;0.000783221;-0.000330216
0.000196861;-0.000329472;0.000257250;0.000784402;-0.000330291
0.000196382;-0.000330121;0.000256986;0.000784313;-0.000330945
0.000193689;-0.000329960;0.000257894;0.000782469;-0.000330886
0.000196192;-0.000330277;0.000259320;0.000786681;-0.000331169
0.000195743;-0.000330462;0.000258346;0.000785429;-0.000331340
0.000195784;-0.000330264;0.000256938;0.000783825;-0.000331103
0.000196743;-0.000329471;0.000260203;0.000787319;-0.000330373
0.000194369;-0.000331608;0.000257526;0.000784397;-0.000332502
0.000193240;-0.000328819;0.000259811;0.000782867;-0.000329816
0.000196761;-0.000330731;0.000258040;0.000786372;-0.000331571
0.000194855;-0.000329930;0.000259979;0.000785714;-0.000330880
0.000195940;-0.000329239;0.000257524;0.000783555;-0.000330091
0.000194558;-0.000330987;0.000256730;0.000783142;-0.000331854
0.000194363;-0.000330228;0.000257694;0.000783186;-0.000331129
0.000196759;-0.000330240;0.000255012;0.000782773;-0.000331002
0.000196338;-0.000329241;0.000257949;0.000784380;-0.000330093
0.000194408;-0.000328328;0.000256457;0.000780061;-0.000329196
0.000195888;-0.000329570;0.000256116;0.000782390;-0.000330386
0.000195046;-0.000332553;0.000255775;0.000784200;-0.000333379
0.000195209;-0.000328818;0.000256972;0.000781858;-0.000329677
0.000195022;-0.000329704;0.000257335;0.000782933;-0.000330576
0.000195652;-0.000328819;0.000257846;0.000783187;-0.000329689
0.000194548;-0.000330830;0.000256763;0.000783010;-0.000331699
0.000195122;-0.000330145;0.000255413;0.000781497;-0.000330962
0.000193525;-0.000330390;0.000257021;0.000781842;-0.000331296
0.000194380;-0.000330497;0.000256610;0.000782357;-0.000331367
0.000195465;-0.000329243;0.000258153;0.000783744;-0.000330126
0.000195038;-0.000328029;0.000255096;0.000778978;-0.000328844
0.000196314;-0.000329626;0.000257667;0.000784452;-0.000330471
0.000196477;-0.000329732;0.000257196;0.000784232;-0.000330559
0.000194871;-0.000329022;0.000256690;0.000781443;-0.000329882
0.000195426;-0.000330219;0.000255658;0.000782118;-0.000331034
0.000197198;-0.000329868;0.000257413;0.000785292;-0.000330681
0.000195610;-0.000328988;0.000258606;0.000784095;-0.000329879
0.000194746;-0.000329711;0.000258932;0.000784314;-0.000330636
0.000195186;-0.000328664;0.000257120;0.000781834;-0.000329528
0.000193866;-0.000328740;0.000256787;0.000780285;-0.000329632
0.000193989;-0.000330493;0.000256959;0.000782332;-0.000331384
0.000195633;-0.000329247;0.000258315;0.000784077;-0.000330129
0.000195510;-0.000331091;0.000256626;0.000784064;-0.000331928
0.000195687;-0.000330773;0.000257361;0.000784674;-0.000331626
0.000193283;-0.000330640;0.000257632;0.000782485;-0.000331570
0.000195077;-0.000330386;0.000256394;0.000782701;-0.000331230
0.000197351;-0.000330673;0.000259038;0.000787912;-0.000331523
0.000195317;-0.000330305;0.000259069;0.000785602;-0.000331216
0.000194122;-0.000331002;0.000256760;0.000782765;-0.000331883
0.000196021;-0.000330524;0.000258028;0.000785434;-0.000331385
0.000193933;-0.000328170;0.000258135;0.000781167;-0.000329099
0.000196279;-0.000329048;0.000258483;0.000784679;-0.000329917
0.000194585;-0.000328925;0.000257831;0.000782241;-0.000329825
0.000193746;-0.000329227;0.000257108;0.000780985;-0.000330131
0.000193171;-0.000330602;0.000258986;0.000783731;-0.000331574
0.000196062;-0.000330275;0.000256428;0.000783583;-0.000331093
0.000193953;-0.000329885;0.000257240;0.000781979;-0.000330786
0.000194087;-0.000327354;0.000258128;0.000780494;-0.000328279
0.000195666;-0.000330010;0.000258118;0.000784669;-0.000330885
0.000195369;-0.000328921;0.000256349;0.000781476;-0.000329758
0.000194561;-0.000328601;0.000256377;0.000780400;-0.000329462
0.000195388;-0.000329145;0.000257485;0.000782885;-0.000330012
0.000195139;-0.000330276;0.000258070;0.000784373;-0.000331164
0.000194797;-0.000329691;0.000257709;0.000783086;-0.000330580
0.000194285;-0.000327928;0.000256867;0.000779964;-0.000328812
0.000195376;-0.000331601;0.000256682;0.000784501;-0.000332443
0.000193061;-0.000331460;0.000257399;0.000782849;-0.000332389
