R2_1-m/m;R2_2-m/m;R2_3-m/m;e_1;e_2
0.000218520;-0.001729616;0.000307604;0.002256238;-0.001730114
0.000220128;-0.001732323;0.000311484;0.002264457;-0.001732845
0.000221722;-0.001735341;0.000315246;0.002272855;-0.001735887
0.000222801;-0.001746003;0.000315290;0.002284625;-0.001746534
0.000213956;-0.001768757;0.000315906;0.002299258;-0.001769396
0.000199867;-0.001787377;0.000317774;0.002305867;-0.001788226
0.000197154;-0.001795978;0.000320033;0.002314083;-0.001796896
0.000194229;-0.001801030;0.000321993;0.002318243;-0.001802021
0.000195469;-0.001806929;0.000323256;0.002326642;-0.001807917
0.000197115;-0.001812466;0.000325641;0.002336217;-0.001813461
0.000197552;-0.001813908;0.000328181;0.002340668;-0.001814935
0.000196784;-0.001816025;0.000328706;0.002342561;-0.001817071
0.000198111;-0.001817099;0.000328848;0.002345085;-0.001818126
0.000198244;-0.001818331;0.000329446;0.002347054;-0.001819364
0.000198055;-0.001822152;0.000331645;0.002352921;-0.001823221
0.000197751;-0.001818838;0.000331110;0.002348766;-0.001819905
0.000199641;-0.001821453;0.000331367;0.002353500;-0.001822492
0.000199519;-0.001822711;0.000330630;0.002353889;-0.001823740
0.000201955;-0.001822869;0.000331279;0.002357103;-0.001823869
0.000201784;-0.001822827;0.000332432;0.002358064;-0.001823848
0.000200862;-0.001825262;0.000333092;0.002360260;-0.001826306
0.000201752;-0.001823950;0.000333236;0.002359971;-0.001824983
0.000202024;-0.001822314;0.000333789;0.002359165;-0.001823352
0.000203832;-0.001826241;0.000335060;0.002366160;-0.001827268
0.000201808;-0.001827294;0.000334813;0.002364970;-0.001828349
0.000205427;-0.001825141;0.000337803;0.002369415;-0.001826185
0.000208037;-0.001827763;0.000339410;0.002376236;-0.001828789
0.000210533;-0.001831134;0.000342516;0.002385216;-0.001832167
0.000212719;-0.001833602;0.000344041;0.002391382;-0.001834622
0.000212787;-0.001840219;0.000342935;0.002396940;-0.001841218
0.000213221;-0.001849314;0.000340851;0.002404343;-0.001850271
0.000214745;-0.001854413;0.000337688;0.002407733;-0.001855300
0.000216095;-0.001857368;0.000333574;0.002407846;-0.001858177
0.000218294;-0.001860307;0.000334159;0.002413545;-0.001861092
0.000218995;-0.001863541;0.000332251;0.002415536;-0.001864290
0.000219767;-0.001864139;0.000330741;0.002415366;-0.001864858
0.000222335;-0.001865634;0.000331118;0.002419777;-0.001866324
0.000222340;-0.001866175;0.000330809;0.002420010;-0.001866861
0.000221582;-0.001868835;0.000331838;0.002422963;-0.001869543
0.000222529;-0.001869590;0.000331277;0.002424085;-0.001870279
0.000223027;-0.001868009;0.000331182;0.002422900;-0.001868691
0.000223769;-0.001869095;0.000330661;0.002424190;-0.001869760
0.000221238;-0.001869058;0.000330160;0.002421147;-0.001869749
0.000225272;-0.001869263;0.000330824;0.002426007;-0.001869911
0.000224061;-0.001869904;0.000332562;0.002427212;-0.001870589
0.000225060;-0.001870887;0.000331614;0.002428221;-0.001871547
0.000225564;-0.001868447;0.000332115;0.002426787;-0.001869108
0.000225802;-0.001868509;0.000332832;0.002427810;-0.001869176
0.000226675;-0.001868568;0.000331904;0.002427791;-0.001869212
0.000226062;-0.001871863;0.000335360;0.002433979;-0.001872557
0.000226907;-0.001869591;0.000335178;0.002432357;-0.001870272
0.000225678;-0.001871813;0.000333233;0.002431396;-0.001872485
0.000226994;-0.001868526;0.000333359;0.002429537;-0.001869184
0.000230611;-0.001872052;0.000336337;0.002439648;-0.001872700
0.000232924;-0.001873884;0.000340374;0.002447850;-0.001874552
0.000234782;-0.001874124;0.000342947;0.002452529;-0.001874800
0.000237927;-0.001885491;0.000340719;0.002464744;-0.001886098
0.000232784;-0.001893711;0.000336968;0.002464086;-0.001894334
0.000229921;-0.001895663;0.000333117;0.002459312;-0.001896274
0.000232060;-0.001898497;0.000332520;0.002463655;-0.001899075
0.000231856;-0.001901611;0.000331788;0.002465827;-0.001902183
0.000234874;-0.001902543;0.000330034;0.002467969;-0.001903061
0.000236103;-0.001902963;0.000331965;0.002471556;-0.001903488
0.000235019;-0.001905189;0.000332441;0.002473191;-0.001905731
0.000236577;-0.001906795;0.000331272;0.002475156;-0.001907307
0.000239009;-0.001909353;0.000334121;0.002482998;-0.001909868
0.000239935;-0.001907824;0.000333338;0.002481594;-0.001908321
0.000239924;-0.001909856;0.000331752;0.002482012;-0.001910336
0.000239438;-0.001911597;0.000330962;0.002482474;-0.001912074
0.000242724;-0.001910529;0.000332332;0.002486042;-0.001910986
0.000241329;-0.001912731;0.000332899;0.002487435;-0.001913207
0.000240352;-0.001914068;0.000330672;0.002485556;-0.001914532
0.000240920;-0.001912395;0.000332982;0.002486779;-0.001912877
0.000243370;-0.001913970;0.000334064;0.002491871;-0.001914437
0.000244050;-0.001913814;0.000332822;0.002491133;-0.001914261
0.000243259;-0.001913031;0.000333844;0.002490600;-0.001913497
0.000244121;-0.001915686;0.000334248;0.002494515;-0.001916146
0.000244655;-0.001915235;0.000334739;0.002495089;-0.001915695
0.000244763;-0.001915748;0.000333247;0.002494202;-0.001916192
0.000242368;-0.001914958;0.000335405;0.002493222;-0.001915449
0.000244855;-0.001916640;0.000335126;0.002497083;-0.001917102
0.000246169;-0.001916350;0.000333336;0.002496285;-0.001916780
0.000243959;-0.001916765;0.000335985;0.002497189;-0.001917245
0.000247007;-0.001919163;0.000337428;0.002504060;-0.001919625
0.000247711;-0.001917460;0.000338570;0.002504208;-0.001917927
0.000249939;-0.001917846;0.000338601;0.002506830;-0.001918290
0.000249234;-0.001919892;0.000340545;0.002510142;-0.001920363
0.000252265;-0.001920433;0.000340862;0.002514003;-0.001920876
0.000250576;-0.001922815;0.000338578;0.002512406;-0.001923252
0.000253345;-0.001921305;0.000341867;0.002516958;-0.001921746
0.000253615;-0.001924013;0.000343739;0.002521824;-0.001924470
0.000253311;-0.001926516;0.000342132;0.002522402;-0.001926959
0.000253407;-0.001929332;0.000344320;0.002527523;-0.001929796
0.000253663;-0.001930969;0.000345193;0.002530294;-0.001931438
0.000253241;-0.001933450;0.000343843;0.002530994;-0.001933910
0.000249809;-0.001936823;0.000347168;0.002534330;-0.001937353
0.000251270;-0.001939042;0.000345917;0.002536729;-0.001939542
0.000251175;-0.001938418;0.000347042;0.002537148;-0.001938931
0.000250546;-0.001941389;0.000346852;0.002539304;-0.001941906
0.000250191;-0.001942272;0.000346693;0.002539675;-0.001942791
0.000249139;-0.001942795;0.000347783;0.002540260;-0.001943338
0.000249521;-0.001944261;0.000346342;0.002540647;-0.001944784
0.000249241;-0.001945001;0.000345943;0.002540706;-0.001945522
0.000250319;-0.001944142;0.000348937;0.002543940;-0.001944684
0.000249532;-0.001944099;0.000347520;0.002541686;-0.001944634
0.000250942;-0.001945024;0.000349415;0.002545921;-0.001945564
0.000251894;-0.001944741;0.000348969;0.002546129;-0.001945266
0.000250129;-0.001945693;0.000349031;0.002545398;-0.001946238
0.000249814;-0.001947338;0.000349309;0.002547012;-0.001947889
0.000248950;-0.001947063;0.000350023;0.002546604;-0.001947631
0.000249914;-0.001947838;0.000350011;0.002548320;-0.001948395
0.000251257;-0.001944671;0.000348274;0.002544726;-0.001945195
0.000249857;-0.001946925;0.000350788;0.002548137;-0.001947492
0.000250175;-0.001946274;0.000349199;0.002546194;-0.001946820
0.000251078;-0.001947044;0.000350821;0.002549496;-0.001947597
0.000251282;-0.001948597;0.000352755;0.002553206;-0.001949169
0.000251793;-0.001949078;0.000350845;0.002552261;-0.001949623
0.000252079;-0.001949777;0.000351406;0.002553810;-0.001950325
0.000251411;-0.001948877;0.000347974;0.002548780;-0.001949395
0.000252839;-0.001947544;0.000350160;0.002551069;-0.001948070
0.000252529;-0.001947844;0.000350127;0.002551029;-0.001948373
0.000251231;-0.001950119;0.000351528;0.002553436;-0.001950677
0.000250287;-0.001949073;0.000351578;0.002551508;-0.001949643
0.000252741;-0.001949867;0.000349974;0.002553107;-0.001950392
0.000253976;-0.001949533;0.000352074;0.002556117;-0.001950067
0.000252601;-0.001949607;0.000351519;0.002554270;-0.001950150
0.000253073;-0.001950378;0.000351806;0.002555798;-0.001950919
0.000252850;-0.001948752;0.000353082;0.002555242;-0.001949310
0.000251880;-0.001950905;0.000352312;0.002555657;-0.001951465
0.000252222;-0.001950307;0.000354056;0.002557160;-0.001950882
0.000251699;-0.001950804;0.000352705;0.002555774;-0.001951370
0.000253656;-0.001950904;0.000354237;0.002559358;-0.001951465
0.000252827;-0.001950553;0.000354037;0.002557985;-0.001951121
0.000251642;-0.001950615;0.000353415;0.002556247;-0.001951190
0.000253200;-0.001951599;0.000354792;0.002560163;-0.001952171
0.000253413;-0.001951637;0.000354619;0.002560237;-0.001952205
0.000253985;-0.001951316;0.000354661;0.002560524;-0.001951878
0.000253728;-0.001951443;0.000354781;0.002560518;-0.001952009
0.000253174;-0.001950808;0.000354343;0.002558892;-0.001951375
0.000253503;-0.001952776;0.000353299;0.002560130;-0.001953328
0.000253799;-0.001951311;0.000356189;0.002561880;-0.001951892
0.000252227;-0.001952069;0.000355046;0.002559928;-0.001952655
0.000252825;-0.001948351;0.000354651;0.002556402;-0.001948926
0.000255047;-0.001951296;0.000356066;0.002562974;-0.001951861
0.000256419;-0.001949872;0.000354026;0.002560845;-0.001950400
0.000255172;-0.001951945;0.000356701;0.002564389;-0.001952516
0.000255225;-0.001953414;0.000354818;0.002564006;-0.001953963
0.000253038;-0.001951418;0.000356394;0.002561442;-0.001952010
0.000253878;-0.001951316;0.000355081;0.002560842;-0.001951883
0.000254511;-0.001950299;0.000355744;0.002561122;-0.001950867
0.000254721;-0.001953003;0.000356854;0.002565155;-0.001953580
0.000253635;-0.001951579;0.000354808;0.002560589;-0.001952146
0.000255327;-0.001952957;0.000354210;0.002563035;-0.001953498
0.000255302;-0.001952047;0.000356973;0.002564894;-0.001952619
0.000254766;-0.001952492;0.000355507;0.002563327;-0.001953054
0.000256308;-0.001953310;0.000357444;0.002567628;-0.001953876
0.000257309;-0.001952824;0.000357078;0.002567761;-0.001953374
0.000255807;-0.001954379;0.000356209;0.002566952;-0.001954936
0.000256613;-0.001953900;0.000356344;0.002567407;-0.001954450
0.000257680;-0.001952407;0.000356848;0.002567479;-0.001952951
0.000256629;-0.001951651;0.000356884;0.002565720;-0.001952207
0.000256325;-0.001952773;0.000356147;0.002565796;-0.001953324
0.000256653;-0.001952234;0.000357077;0.002566522;-0.001952792
0.000258309;-0.001952143;0.000361066;0.002572101;-0.001952726
0.000260690;-0.001954257;0.000360217;0.002575711;-0.001954804
0.000263181;-0.001954202;0.000363702;0.002581642;-0.001954759
0.000263100;-0.001956362;0.000365938;0.002585982;-0.001956944
0.000263944;-0.001960215;0.000368453;0.002593212;-0.001960815
0.000260813;-0.001972217;0.000367869;0.002601525;-0.001972843
0.000249946;-0.001984087;0.000362706;0.002597433;-0.001984781
0.000243204;-0.001991306;0.000364045;0.002599350;-0.001992101
0.000242481;-0.001993558;0.000365007;0.002601863;-0.001994375
0.000240645;-0.001994977;0.000366369;0.002602850;-0.001995836
0.000239294;-0.001995933;0.000368848;0.002604987;-0.001996845
0.000239417;-0.001997584;0.000365683;0.002603550;-0.001998450
0.000237559;-0.001996434;0.000368738;0.002603666;-0.001997369
0.000238620;-0.001997682;0.000370067;0.002607307;-0.001998620
0.000236729;-0.001998827;0.000370131;0.002606653;-0.001999793
0.000237812;-0.001998170;0.000370334;0.002607269;-0.001999123
0.000235879;-0.002001541;0.000371712;0.002610132;-0.002002541
0.000237157;-0.001998985;0.000371157;0.002608273;-0.001999959
0.000237676;-0.002002421;0.000371702;0.002612772;-0.002003394
0.000238433;-0.002001148;0.000372081;0.002612630;-0.002002116
0.000238446;-0.002000915;0.000373046;0.002613389;-0.002001897
0.000238888;-0.002001168;0.000371027;0.002612029;-0.002002114
0.000238357;-0.002001801;0.000372831;0.002613968;-0.002002780
0.000238038;-0.002001431;0.000372120;0.002612563;-0.002002405
0.000237652;-0.002001507;0.000374054;0.002614221;-0.002002515
0.000238142;-0.002002371;0.000373622;0.002615129;-0.002003365
0.000239824;-0.002003210;0.000378188;0.002622257;-0.002004245
0.000240874;-0.002004839;0.000379985;0.002626743;-0.002005884
0.000244529;-0.002008583;0.000382730;0.002636870;-0.002009611
0.000238042;-0.002035647;0.000382138;0.002656933;-0.002036753
0.000239301;-0.002069985;0.000369035;0.002679207;-0.002070871
0.000237017;-0.002081904;0.000366038;0.002685832;-0.002082777
0.000241464;-0.002090005;0.000366616;0.002698903;-0.002090823
0.000240188;-0.002094170;0.000367119;0.002702317;-0.002095010
0.000242193;-0.002097749;0.000364806;0.002705530;-0.002098531
0.000243264;-0.002103423;0.000367771;0.002715262;-0.002104227
0.000242623;-0.002105231;0.000367253;0.002715912;-0.002106036
0.000243379;-0.002108185;0.000368500;0.002720874;-0.002108995
0.000243476;-0.002110781;0.000369192;0.002724266;-0.002111598
0.000243435;-0.002111570;0.000368907;0.002724726;-0.002112384
0.000244619;-0.002111653;0.000370249;0.002727336;-0.002112468
0.000244858;-0.002112261;0.000370784;0.002728722;-0.002113080
0.000247602;-0.002110411;0.000372016;0.002730828;-0.002111210
0.000248129;-0.002112904;0.000371405;0.002733222;-0.002113688
0.000249710;-0.002114101;0.000372151;0.002736735;-0.002114874
0.000246571;-0.002115203;0.000374052;0.002736663;-0.002116040
0.000248107;-0.002115446;0.000372814;0.002737168;-0.002116247
0.000249392;-0.002113297;0.000372743;0.002736216;-0.002114081
0.000247761;-0.002113975;0.000374894;0.002737463;-0.002114808
0.000249996;-0.002114265;0.000372305;0.002737337;-0.002115036
0.000250772;-0.002116371;0.000374935;0.002742871;-0.002117164
0.000251547;-0.002115670;0.000376373;0.002744392;-0.002116472
0.000250135;-0.002116570;0.000374468;0.002741968;-0.002117365
0.000252077;-0.002117242;0.000375352;0.002745452;-0.002118023
0.000253315;-0.002115894;0.000376983;0.002746978;-0.002116680
0.000253006;-0.002117251;0.000377027;0.002748074;-0.002118041
0.000251867;-0.002115874;0.000376477;0.002745017;-0.002116673
0.000253314;-0.002117567;0.000377016;0.002748683;-0.002118353
0.000254214;-0.002117877;0.000378147;0.002751027;-0.002118666
0.000253712;-0.002118251;0.000378763;0.002751529;-0.002119054
0.000253338;-0.002117551;0.000377148;0.002748824;-0.002118338
0.000253728;-0.002117503;0.000377601;0.002749620;-0.002118291
0.000252526;-0.002119312;0.000376519;0.002749146;-0.002120101
0.000254128;-0.002119349;0.000377420;0.002751677;-0.002120129
0.000255774;-0.002117847;0.000379314;0.002753718;-0.002118630
0.000254442;-0.002118914;0.000378161;0.002752303;-0.002119700
0.000254384;-0.002117868;0.000377910;0.002750945;-0.002118651
0.000253908;-0.002119226;0.000377418;0.002751335;-0.002120009
0.000254146;-0.002118437;0.000378828;0.002752209;-0.002119235
0.000254291;-0.002118579;0.000378994;0.002752662;-0.002119377
0.000256476;-0.002118334;0.000379460;0.002755046;-0.002119110
0.000253847;-0.002118121;0.000380446;0.002753237;-0.002118944
0.000257712;-0.002120783;0.000382802;0.002762098;-0.002121584
0.000258197;-0.002120879;0.000383152;0.002763027;-0.002121678
0.000261668;-0.002122677;0.000382925;0.002768022;-0.002123429
0.000262165;-0.002120873;0.000386775;0.002770607;-0.002121667
0.000265379;-0.002122900;0.000388830;0.002777886;-0.002123677
0.000267636;-0.002127490;0.000387517;0.002783375;-0.002128222
0.000262486;-0.002137934;0.000380143;0.002781267;-0.002138638
0.000264970;-0.002144251;0.000375468;0.002785308;-0.002144870
0.000269176;-0.002148753;0.000367861;0.002786283;-0.002149246
0.000271094;-0.002150562;0.000366649;0.002788767;-0.002151024
0.000274178;-0.002151042;0.000362891;0.002788509;-0.002151440
0.000275451;-0.002153607;0.000362577;0.002792019;-0.002153991
0.000273728;-0.002154747;0.000363432;0.002792314;-0.002155154
0.000274125;-0.002155923;0.000362579;0.002793022;-0.002156318
0.000273425;-0.002156682;0.000363261;0.002793776;-0.002157090
0.000276424;-0.002156769;0.000362079;0.002795642;-0.002157139
0.000277985;-0.002158640;0.000363196;0.002800187;-0.002159006
0.000276390;-0.002157515;0.000362449;0.002796728;-0.002157889
0.000277795;-0.002158211;0.000362606;0.002798975;-0.002158574
0.000276940;-0.002158134;0.000362104;0.002797544;-0.002158500
0.000277940;-0.002159340;0.000361898;0.002799533;-0.002159695
0.000278780;-0.002157605;0.000362291;0.002799028;-0.002157957
0.000279392;-0.002157544;0.000364942;0.002802247;-0.002157913
0.000279948;-0.002158651;0.000363379;0.002802329;-0.002159002
0.000282083;-0.002159690;0.000362671;0.002804771;-0.002160017
0.000284180;-0.002159837;0.000367751;0.002812119;-0.002160188
0.000289219;-0.002165092;0.000369854;0.002824491;-0.002165418
0.000277739;-0.002190144;0.000372120;0.002840446;-0.002190587
0.000253830;-0.002217340;0.000379315;0.002851262;-0.002218117
0.000247695;-0.002229091;0.000381012;0.002858671;-0.002229964
0.000244723;-0.002238166;0.000381550;0.002865356;-0.002239083
0.000245121;-0.002244212;0.000384516;0.002874798;-0.002245161
0.000243800;-0.002247148;0.000385613;0.002877542;-0.002248129
0.000243906;-0.002249985;0.000388277;0.002883183;-0.002251000
0.000244426;-0.002253382;0.000389493;0.002888324;-0.002254405
0.000245496;-0.002255404;0.000389464;0.002891371;-0.002256411
0.000245935;-0.002256538;0.000389080;0.002892548;-0.002257533
0.000247688;-0.002259616;0.000390869;0.002899166;-0.002260609
0.000245345;-0.002258820;0.000391556;0.002896758;-0.002259857
0.000249971;-0.002259122;0.000392180;0.002902253;-0.002260102
0.000247258;-0.002259341;0.000393383;0.002901016;-0.002260375
0.000250042;-0.002260801;0.000394034;0.002905880;-0.002261804
0.000249366;-0.002262856;0.000393014;0.002906234;-0.002263854
0.000249823;-0.002260213;0.000393611;0.002904648;-0.002261214
0.000248351;-0.002261720;0.000394298;0.002905400;-0.002262751
0.000251901;-0.002263195;0.000396296;0.002912399;-0.002264202
0.000254219;-0.002263164;0.000397931;0.002916311;-0.002264161
0.000256152;-0.002262939;0.000400369;0.002920463;-0.002263942
0.000256804;-0.002267537;0.000404208;0.002929594;-0.002268582
0.000259246;-0.002274832;0.000403300;0.002938373;-0.002275827
0.000261476;-0.002276489;0.000402694;0.002941614;-0.002277444
0.000260161;-0.002283184;0.000401106;0.002945401;-0.002284134
0.000261517;-0.002282334;0.000402000;0.002946795;-0.002283278
0.000262641;-0.002283713;0.000404690;0.002952007;-0.002284676
0.000265787;-0.002284451;0.000404442;0.002955597;-0.002285368
0.000264312;-0.002287872;0.000405503;0.002958637;-0.002288822
0.000267282;-0.002289288;0.000407410;0.002964914;-0.002290222
0.000267903;-0.002288474;0.000406642;0.002963935;-0.002289390
0.000268504;-0.002289913;0.000408548;0.002967898;-0.002290846
0.000267581;-0.002290507;0.000409100;0.002968140;-0.002291459
0.000267822;-0.002290545;0.000406645;0.002965929;-0.002291462
0.000268484;-0.002290558;0.000406216;0.002966160;-0.002291460
0.000268828;-0.002290962;0.000409897;0.002970633;-0.002291908
0.000269499;-0.002292227;0.000408339;0.002970981;-0.002293143
0.000272786;-0.002291614;0.000409687;0.002974977;-0.002292504
0.000271503;-0.002292871;0.000408380;0.002973643;-0.002293760
0.000272244;-0.002294239;0.000409942;0.002977324;-0.002295138
0.000272372;-0.002291637;0.000409894;0.002974801;-0.002292535
0.000272024;-0.002293140;0.000410256;0.002976327;-0.002294047
0.000274889;-0.002295380;0.000410516;0.002981656;-0.002296251
0.000276422;-0.002297103;0.000413916;0.002988335;-0.002297997
0.000280001;-0.002302739;0.000415453;0.002999058;-0.002303604
0.000277689;-0.002316150;0.000401959;0.002996525;-0.002316877
0.000285205;-0.002331480;0.000383742;0.003000882;-0.002331935
0.000287492;-0.002342650;0.000377065;0.003007582;-0.002343025
0.000290851;-0.002352883;0.000374233;0.003018291;-0.002353207
0.000294294;-0.002359366;0.000373186;0.003027135;-0.002359655
0.000296125;-0.002368316;0.000373130;0.003037845;-0.002368590
0.000295613;-0.002379213;0.000374526;0.003049639;-0.002379500
0.000294761;-0.002390098;0.000374779;0.003059932;-0.002390392
0.000292579;-0.002397198;0.000376331;0.003066429;-0.002397519
0.000294030;-0.002399580;0.000376899;0.003070823;-0.002399894
0.000293809;-0.002401619;0.000378972;0.003074731;-0.002401950
0.000295171;-0.002403637;0.000380803;0.003079945;-0.002403971
0.000296310;-0.002404676;0.000380433;0.003081741;-0.002404998
0.000296629;-0.002407173;0.000380803;0.003084928;-0.002407496
0.000295301;-0.002408630;0.000381986;0.003086259;-0.002408972
0.000298611;-0.002407776;0.000383539;0.003090254;-0.002408104
0.000297663;-0.002408742;0.000383254;0.003089992;-0.002409075
0.000298845;-0.002410398;0.000383358;0.003092925;-0.002410722
0.000301916;-0.002410230;0.000384539;0.003096995;-0.002410540
0.000298678;-0.002409068;0.000386642;0.003094739;-0.002409419
0.000299860;-0.002411330;0.000387582;0.003099121;-0.002411679
0.000299320;-0.002412953;0.000386790;0.003099410;-0.002413300
0.000302417;-0.002410603;0.000387923;0.003101275;-0.002410935
0.000300202;-0.002410308;0.000386981;0.003097833;-0.002410650
0.000302952;-0.002408820;0.000390772;0.003102894;-0.002409170
0.000303545;-0.002410824;0.000389160;0.003103861;-0.002411156
0.000302511;-0.002412553;0.000388833;0.003104235;-0.002412891
0.000302085;-0.002411155;0.000387852;0.003101426;-0.002411489
0.000301392;-0.002412051;0.000389152;0.003102944;-0.002412400
0.000304072;-0.002412268;0.000391005;0.003107687;-0.002412610
0.000304834;-0.002413496;0.000390911;0.003109576;-0.002413831
0.000303760;-0.002412214;0.000391218;0.003107538;-0.002412560
0.000306047;-0.002412513;0.000391163;0.003110051;-0.002412841
0.000307152;-0.002412538;0.000391690;0.003111703;-0.002412861
0.000304597;-0.002414912;0.000390922;0.003110768;-0.002415249
0.000305062;-0.002413297;0.000392163;0.003110865;-0.002413640
0.000307749;-0.002411872;0.000392907;0.003112856;-0.002412200
0.000305970;-0.002413242;0.000393925;0.003113487;-0.002413592
0.000309254;-0.002413971;0.000393522;0.003117068;-0.002414292
0.000305736;-0.002412004;0.000392720;0.003110802;-0.002412346
0.000306443;-0.002414105;0.000396316;0.003117229;-0.002414470
0.000308102;-0.002413551;0.000392784;0.003114761;-0.002413875
0.000309478;-0.002413276;0.000393876;0.003116952;-0.002413598
0.000308908;-0.002414275;0.000395725;0.003119249;-0.002414616
0.000310511;-0.002414234;0.000394630;0.003119695;-0.002414554
0.000308869;-0.002413617;0.000395414;0.003118238;-0.002413955
0.000308569;-0.002413663;0.000393918;0.003116479;-0.002413992
0.000309089;-0.002414157;0.000395535;0.003119119;-0.002414495
0.000308839;-0.002413460;0.000396147;0.003118790;-0.002413804
0.000309963;-0.002416259;0.000394940;0.003121488;-0.002416585
0.000309847;-0.002414430;0.000397181;0.003121802;-0.002414774
0.000307980;-0.002413909;0.000396856;0.003119102;-0.002414266
0.000309513;-0.002415092;0.000396293;0.003121238;-0.002415432
0.000310389;-0.002416189;0.000397801;0.003124724;-0.002416534
0.000310844;-0.002414400;0.000396393;0.003121967;-0.002414730
0.000311157;-0.002415005;0.000397576;0.003124075;-0.002415342
0.000310607;-0.002414657;0.000396441;0.003122038;-0.002414990
0.000312339;-0.002415270;0.000397204;0.003125138;-0.002415595
0.000311716;-0.002414734;0.000396447;0.003123221;-0.002415058
0.000308234;-0.002415032;0.000397044;0.003120666;-0.002415388
0.000311917;-0.002416652;0.000397761;0.003126662;-0.002416984
0.000311608;-0.002414088;0.000398668;0.003124706;-0.002414430
0.000313506;-0.002415212;0.000398526;0.003127570;-0.002415538
0.000311328;-0.002414650;0.000396407;0.003122712;-0.002414977
0.000312953;-0.002413988;0.000398344;0.003125614;-0.002414317
0.000311953;-0.002416024;0.000399806;0.003128131;-0.002416372
0.000313528;-0.002415401;0.000399144;0.003128404;-0.002415732
0.000311627;-0.002414781;0.000398924;0.003125676;-0.002415125
0.000312613;-0.002416509;0.000400051;0.003129518;-0.002416854
0.000313766;-0.002414675;0.000400231;0.003129009;-0.002415012
0.000313887;-0.002414668;0.000399785;0.003128673;-0.002415001
0.000313650;-0.002414075;0.000399957;0.003128018;-0.002414411
0.000314590;-0.002415504;0.000400343;0.003130768;-0.002415835
0.000315455;-0.002415940;0.000400894;0.003132618;-0.002416269
0.000313166;-0.002414793;0.000400341;0.003128643;-0.002415136
0.000314338;-0.002415169;0.000401459;0.003131308;-0.002415511
0.000315668;-0.002414447;0.000401372;0.003131818;-0.002414778
0.000313233;-0.002417084;0.000400637;0.003131298;-0.002417428
0.000315120;-0.002417697;0.000400120;0.003133262;-0.002418022
0.000316001;-0.002415677;0.000401290;0.003133296;-0.002416005
0.000316463;-0.002414423;0.000400826;0.003132033;-0.002414744
0.000314917;-0.002416550;0.000402703;0.003134517;-0.002416897
0.000316058;-0.002415048;0.000401579;0.003133015;-0.002415378
0.000315071;-0.002415390;0.000401429;0.003132226;-0.002415726
0.000316123;-0.002414991;0.000402357;0.003133806;-0.002415326
0.000317595;-0.002414635;0.000401443;0.003133990;-0.002414952
0.000315482;-0.002416655;0.000401881;0.003134354;-0.002416991
0.000316148;-0.002415555;0.000401036;0.003133064;-0.002415880
0.000314619;-0.002415721;0.000401618;0.003132299;-0.002416062
0.000315885;-0.002414577;0.000402185;0.003132983;-0.002414913
0.000315478;-0.002414813;0.000404483;0.003135131;-0.002415170
0.000315699;-0.002414736;0.000403199;0.003133979;-0.002415081
0.000317380;-0.002416575;0.000404207;0.003138501;-0.002416914
0.000316006;-0.002415678;0.000401939;0.003133956;-0.002416011
0.000315534;-0.002416478;0.000404932;0.003137304;-0.002416838
0.000315988;-0.002414209;0.000403890;0.003134435;-0.002414557
0.000317623;-0.002416156;0.000402532;0.003136636;-0.002416481
0.000317183;-0.002415782;0.000403175;0.003136473;-0.002416115
0.000316244;-0.002416877;0.000404366;0.003137836;-0.002417226
0.000315327;-0.002415986;0.000403065;0.003134725;-0.002416333
0.000315927;-0.002415061;0.000402877;0.003134206;-0.002415402
0.000314825;-0.002415946;0.000404494;0.003135627;-0.002416308
0.000317382;-0.002415413;0.000405460;0.003138604;-0.002415762
0.000316334;-0.002414983;0.000404027;0.003135690;-0.002415329
0.000317845;-0.002413725;0.000404615;0.003136524;-0.002414064
0.000318474;-0.002417272;0.000404062;0.003140138;-0.002417602
0.000318403;-0.002415136;0.000405398;0.003139278;-0.002415477
0.000317850;-0.002415939;0.000403849;0.003137971;-0.002416272
0.000318683;-0.002416032;0.000405273;0.003140325;-0.002416369
0.000318772;-0.002417462;0.000403794;0.003140353;-0.002417787
0.000318558;-0.002414985;0.000405541;0.003139425;-0.002415326
0.000320486;-0.002415135;0.000402855;0.003138781;-0.002415440
0.000318251;-0.002415956;0.000405248;0.003139796;-0.002416297
0.000318411;-0.002417102;0.000404882;0.003140731;-0.002417438
0.000317135;-0.002415506;0.000406111;0.003139108;-0.002415862
0.000318128;-0.002415883;0.000404322;0.003138667;-0.002416217
0.000317052;-0.002417264;0.000404618;0.003139279;-0.002417609
0.000318656;-0.002414272;0.000404298;0.003137556;-0.002414602
0.000318594;-0.002417244;0.000405704;0.003141883;-0.002417585
0.000317665;-0.002416971;0.000405732;0.003140717;-0.002417320
0.000318813;-0.002415535;0.000404930;0.003139612;-0.002415869
0.000317730;-0.002415923;0.000402319;0.003136294;-0.002416245
0.000316729;-0.002415356;0.000405884;0.003138327;-0.002415714
0.000318780;-0.002415350;0.000404249;0.003138708;-0.002415679
0.000319388;-0.002417160;0.000404207;0.003141079;-0.002417484
0.000319856;-0.002415907;0.000405221;0.003141312;-0.002416235
0.000316522;-0.002417104;0.000403784;0.003137753;-0.002417447
0.000318371;-0.002415817;0.000404900;0.003139425;-0.002416154
0.000317398;-0.002415720;0.000402958;0.003136406;-0.002416050
